"","COSEWICID","SCI_NAME","COM_NAME","TAXON","SAR_STAT","SCHEDULE","CODE","HABITAT","SUITABILITY","SEASON","MAJ_IMPORTANCE"
"1055","577","Ammannia robusta","Scarlet Ammannia","Vascular Plants","Endangered","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"1056","608","Canis sp. cf. lycaon","Eastern Wolf","Mammals","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"1057","621","Taxidea taxus jacksoni","American Badger jacksoni subspecies","Mammals","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"1058","626","Salix silicicola","Felt–leaf Willow","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"1059","640","Solidago riddellii","Riddell's Goldenrod","Vascular Plants","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"1060","640","Solidago riddellii","Riddell's Goldenrod","Vascular Plants","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"1061","640","Solidago riddellii","Riddell's Goldenrod","Vascular Plants","Special Concern","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"1062","686","Charadrius melodus circumcinctus","Piping Plover circumcinctus subspecies","Birds","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"1063","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","1.1","Forest - Boreal","Suitable","Resident",NA
"1064","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable","Resident",NA
"1065","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Resident",NA
"1066","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Resident",NA
"1067","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","15.1","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Resident",NA
"1068","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","15.2","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident",NA
"1069","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","3.4","Shrubland - Temperate","Suitable","Resident",NA
"1070","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident",NA
"1071","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"1072","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"1073","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable","Resident",NA
"1074","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
"1075","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident",NA
"1076","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"1077","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"1078","748","Anaxyrus boreas","Western Toad","Amphibians","Special Concern","Schedule 1","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident",NA
"1079","795","Haplodontium macrocarpum","Porsild's Bryum","Mosses","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"1080","812","Leptogium rivulare","Flooded Jellyskin","Lichens","Threatened","Schedule 1","1.1","Forest - Boreal","Suitable","Resident","Yes"
"1081","812","Leptogium rivulare","Flooded Jellyskin","Lichens","Threatened","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"1082","812","Leptogium rivulare","Flooded Jellyskin","Lichens","Threatened","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","No"
"1083","864","Polystichum scopulinum","Mountain Holly Fern","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"1084","903","Chrysemys picta bellii","Western Painted Turtle (Intermountain - Rocky Mountain population)","Reptiles","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"1085","919","Papaipema aweme","Aweme Borer","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"1086","942","Vermivora chrysoptera","Golden–winged Warbler","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","No"
"1087","942","Vermivora chrysoptera","Golden–winged Warbler","Birds","Threatened","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"1088","942","Vermivora chrysoptera","Golden–winged Warbler","Birds","Threatened","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","Yes"
"1089","942","Vermivora chrysoptera","Golden–winged Warbler","Birds","Threatened","Schedule 1","3.4","Shrubland - Temperate","Suitable","Breeding Season","Yes"
"1090","942","Vermivora chrysoptera","Golden–winged Warbler","Birds","Threatened","Schedule 1","3.6","Shrubland - Subtropical/Tropical Moist","Suitable","Non-Breeding Season","Yes"
"1091","942","Vermivora chrysoptera","Golden–winged Warbler","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Breeding Season","Yes"
"1092","942","Vermivora chrysoptera","Golden–winged Warbler","Birds","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"1093","951","Chaetura pelagica","Chimney Swift","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Non-Breeding Season","No"
"1094","951","Chaetura pelagica","Chimney Swift","Birds","Threatened","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Suitable","Breeding Season","No"
"1095","951","Chaetura pelagica","Chimney Swift","Birds","Threatened","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Suitable","Non-Breeding Season","No"
"1096","951","Chaetura pelagica","Chimney Swift","Birds","Threatened","Schedule 1","15.7","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable","Non-Breeding Season","No"
"1097","951","Chaetura pelagica","Chimney Swift","Birds","Threatened","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Breeding Season","No"
"1098","951","Chaetura pelagica","Chimney Swift","Birds","Threatened","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","No"
"1099","951","Chaetura pelagica","Chimney Swift","Birds","Threatened","Schedule 1","1.7","Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level","Suitable","Non-Breeding Season","No"
"1100","982","Calidris canutus roselaari type","Red Knot roselaari type","Birds","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"1101","995","Falco peregrinus anatum/tundrius","Peregrine Falcon anatum/tundrius","Birds","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"1102","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","13.4","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes",NA,NA,NA
"1103","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","13.5","Marine Coastal/Supratidal - Coastal Freshwater Lakes",NA,NA,NA
"1104","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","15.1","Artificial/Aquatic - Water Storage Areas (over 8ha)",NA,NA,NA
"1105","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","15.2","Artificial/Aquatic - Ponds (below 8ha)",NA,NA,NA
"1106","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","15.6","Artificial/Aquatic - Wastewater Treatment Areas",NA,NA,NA
"1107","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches",NA,NA,NA
"1108","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)",NA,NA,NA
"1109","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks",NA,NA,NA
"1110","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.3","Wetlands (inland) - Shrub Dominated Wetlands",NA,NA,NA
"1111","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",NA,NA,NA
"1112","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)",NA,NA,NA
"1113","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)",NA,NA,NA
"1114","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)",NA,NA,NA
"1115","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)",NA,NA,NA
"1116","1033","Chelydra serpentina","Snapping Turtle","Reptiles","Special Concern","Schedule 1","5.9","Wetlands (inland) - Freshwater Springs and Oases",NA,NA,NA
"1117","1034","Ophiogomphus howei","Pygmy Snaketail","Arthropods","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"1118","1034","Ophiogomphus howei","Pygmy Snaketail","Arthropods","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"1119","1047","Antrostomus vociferus","Eastern Whip–poor–will","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"1120","1047","Antrostomus vociferus","Eastern Whip–poor–will","Birds","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"1121","1047","Antrostomus vociferus","Eastern Whip–poor–will","Birds","Threatened","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Breeding Season","No"
"1122","1047","Antrostomus vociferus","Eastern Whip–poor–will","Birds","Threatened","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"1123","1047","Antrostomus vociferus","Eastern Whip–poor–will","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Breeding Season","No"
"1124","1047","Antrostomus vociferus","Eastern Whip–poor–will","Birds","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"1125","1058","Hemileuca sp.","Bogbean Buckmoth","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"1126","1008","Cardellina canadensis","Canada Warbler","Birds","Threatened","Schedule 1","1.1","Forest - Boreal","Suitable","Breeding Season","Yes"
"1127","1008","Cardellina canadensis","Canada Warbler","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"1128","1008","Cardellina canadensis","Canada Warbler","Birds","Threatened","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable","Non-Breeding Season","Yes"
"1129","1008","Cardellina canadensis","Canada Warbler","Birds","Threatened","Schedule 1","3.7","Shrubland - Subtropical/Tropical High Altitude","Suitable","Non-Breeding Season","Yes"
"1130","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","12.2","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Breeding Season","No"
"1131","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","12.2","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Non-Breeding Season","No"
"1132","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","12.3","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Breeding Season","No"
"1133","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","12.3","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Non-Breeding Season","No"
"1134","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","13.3","Marine Coastal/Supratidal - Coastal Sand Dunes","Suitable","Breeding Season","No"
"1135","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","13.3","Marine Coastal/Supratidal - Coastal Sand Dunes","Suitable","Non-Breeding Season","No"
"1136","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","No"
"1137","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"1138","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"1139","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"1140","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Non-Breeding Season","No"
"1141","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Suitable","Breeding Season","No"
"1142","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Suitable","Non-Breeding Season","No"
"1143","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable","Breeding Season","No"
"1144","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable","Non-Breeding Season","No"
"1145","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","2.1","Savanna - Dry","Suitable","Breeding Season","No"
"1146","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","2.1","Savanna - Dry","Suitable","Non-Breeding Season","No"
"1147","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Breeding Season","Yes"
"1148","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","4.6","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Breeding Season","No"
"1149","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","4.6","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Non-Breeding Season","No"
"1150","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"1151","986","Chordeiles minor","Common Nighthawk","Birds","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","No"
"1152","999","Contopus cooperi","Olive–sided Flycatcher","Birds","Threatened","Schedule 1","1.1","Forest - Boreal","Suitable","Breeding Season","Yes"
